Ravenclaw,Slytherin,Gryffindor,Hufflepuff
-1.527615556080722,0.4243583763612185,-0.0664511854887719,-0.9003091721228023
-2.517056659708122,-1.370207910798974,0.920241747905708,1.9846774617557252
0.6751621839531291,-1.3599409208291535,-1.3089817143498748,1.5898459000092129
0.073448708323778,-2.1374662377397953,0.4759534638297505,0.759676437580233
1.8968643571334751,-0.4991145270745016,-0.4367117987700392,-1.4357636884362122
1.194315788355604,-0.8842538670860375,1.1955963563685783,-2.354524378200103
-0.2840062383407781,0.6859576738926857,-1.7719608709066392,0.5794050146132872
-0.3474520777624048,0.8275620135817771,-1.9303451387158743,0.5472759312915304
-0.5573049900818393,1.2955377140952944,-0.7385470060555823,-1.0579489587562503
1.990561764378477,-0.8081426748287606,-1.1387801179448651,-0.4307994716066298
-0.8751519726823105,-0.8827964051747348,1.7231969977571056,-1.0346046839909837
